X1	X2	Y
-12.38	3.65	2
8.46	-2.61	2
-3.84	-1.04	2
-6.86	3.44	2
-7.42	2.61	2
9.49	-2.98	2
3.16	-0.62	2
15.82	-3.22	2
-17.95	5.58	2
-14.02	3.44	2
-10.54	2.90	2
-15.36	4.61	2
8.92	-3.26	2
24.34	-7.39	2
5.89	-2.69	2
-9.36	1.65	2
1.47	0.26	2
-6.08	3.42	2
-25.52	7.17	2
-17.11	4.59	2
8.12	-2.47	2
-10.36	3.59	2
-18.74	4.07	2
1.63	-2.15	2
-6.42	1.97	2
10.10	-2.31	2
-10.25	1.78	2
-1.98	0.71	2
-15.04	3.86	2
13.11	-3.97	2
-13.15	2.23	2
-16.98	3.64	2
-6.63	3.04	2
-11.85	3.24	2
12.27	-4.65	2
6.64	-3.20	2
-9.08	1.32	2
2.22	-0.46	2
2.35	-0.61	2
-15.51	3.47	2
-0.27	-1.29	2
4.21	-0.93	2
2.33	-1.48	2
-7.87	1.15	2
11.53	-3.08	2
-8.61	2.48	2
11.86	-0.79	2
8.00	-1.00	2
13.22	-4.61	2
3.01	-0.51	2
-6.99	2.76	2
12.43	-3.01	2
-14.00	4.22	2
-13.55	4.39	2
-8.65	3.45	2
19.76	-4.76	2
8.19	-0.72	2
15.37	-3.96	2
7.33	-2.26	2
-6.30	1.33	2
2.66	-1.25	2
-0.36	-0.71	2
-3.81	0.96	2
1.45	-2.03	2
1.19	0.91	2
-0.12	-0.14	2
-12.95	2.68	2
-0.84	0.45	2
-1.34	-1.73	2
27.14	-8.06	2
5.72	-1.15	2
1.04	0.12	2
10.54	-3.36	2
4.47	-0.77	2
-5.80	2.09	2
3.77	-2.69	2
7.30	-0.70	2
-2.01	-0.56	2
-3.88	2.17	2
-0.75	-0.21	2
-3.55	0.85	2
20.27	-7.09	2
-1.57	0.49	2
-6.80	3.21	2
2.08	-1.30	2
-2.63	0.66	2
7.70	-1.54	2
-6.89	1.56	2
-4.46	0.75	2
-7.08	2.56	2
3.70	-0.69	2
-2.76	2.54	2
-6.50	0.79	2
-5.41	0.66	2
3.48	-1.24	2
-16.08	4.78	2
-22.02	6.06	2
-7.97	1.90	2
4.18	-0.87	2
9.93	-2.33	2
-9.76	1.34	2
-7.52	1.52	2
-5.10	0.79	2
-12.36	3.97	2
-10.88	2.41	2
4.66	-0.46	2
-5.95	0.98	2
-1.24	-2.32	2
-16.37	4.46	2
-10.25	0.94	2
17.78	-5.03	2
-15.22	5.77	2
-2.82	-0.30	2
16.07	-5.85	2
12.40	-3.32	2
-7.86	1.89	2
-8.51	2.74	2
4.62	0.29	2
15.54	-2.92	2
5.18	-1.61	2
-6.96	2.70	2
2.21	-1.72	2
9.17	-1.80	2
-12.18	3.87	2
1.68	-0.38	2
-2.37	-1.12	2
-1.72	1.14	2
-3.98	1.66	2
26.64	-5.70	2
1.74	0.64	2
-11.38	1.46	2
-9.88	1.11	2
-11.98	4.11	2
-3.22	3.23	2
-11.15	2.73	2
-8.14	1.59	2
11.32	-2.27	2
2.41	0.43	2
7.07	0.65	2
20.31	-5.47	2
1.81	-0.40	2
-5.67	1.34	2
3.70	-1.64	2
4.60	-3.15	2
4.71	-2.28	2
6.88	-3.50	2
-4.38	2.65	2
-16.11	2.95	2
-3.38	1.57	2
-1.21	-0.10	2
-12.21	4.13	2
-26.16	7.83	2
16.12	-5.87	2
-18.61	4.06	2
19.47	-4.63	2
-9.35	2.56	2
-15.82	4.19	2
6.86	-2.16	2
-5.00	2.56	2
-10.04	1.60	2
-3.58	0.65	2
-12.10	3.50	2
-5.84	-0.68	2
-7.48	0.72	2
-3.06	1.65	2
-7.19	1.00	2
-14.06	4.85	2
9.20	-4.02	2
-0.76	0.09	2
-15.40	4.25	2
-11.16	1.90	2
-0.06	-0.41	2
-9.59	4.38	2
18.98	-3.73	2
9.47	-3.94	2
0.33	1.75	2
6.01	-1.30	2
2.55	-1.38	2
14.30	-2.84	2
-0.48	0.48	2
12.04	-1.50	2
1.60	-0.37	2
2.70	0.02	2
-8.43	2.98	2
-9.39	3.46	2
-6.92	3.50	2
0.82	-0.26	2
6.54	-1.51	2
-10.60	2.42	2
-3.24	2.25	2
-16.41	3.87	2
2.03	-0.85	2
-2.25	-0.15	2
24.38	-5.52	2
6.91	-1.02	2
-0.67	-0.06	2
-5.96	1.20	2
10.55	-1.07	2
-1.89	-0.28	2
7.51	-2.63	2
-6.37	2.57	2
-0.89	2.53	2
-4.00	1.44	2
-3.00	2.53	2
16.52	-3.43	2
2.37	-0.01	2
6.93	-0.41	2
-8.69	2.56	2
16.36	-6.17	2
2.55	0.82	2
3.62	-1.72	2
10.09	-1.95	2
-19.63	4.53	2
-3.78	1.01	2
-3.28	-0.23	2
10.51	-3.54	2
5.99	-1.05	2
